"","name","ticker","date","title","nr_attachments","type"
"193","Avinor AS","AVINOR","2020-02-14T13:28:10.097+01:00","Stabilt fra Avinor i 2019",1,"quarterly"
"194","Eiendomskreditt AS","EIKR","2020-02-14T11:22:58.153+01:00","Eiendomskreditt AS - Kvartalsrapport 4. kvartal 2019",1,"quarterly"
"195","SpareBank 1 Hallingdal Valdres","SBHA","2020-02-14T10:50:00+01:00","Førebels årsrekneskap for 2019",2,"quarterly"
"196","Sparebanken Sogn og Fjordane","SFSB","2020-02-14T10:36:07.097+01:00","Sparebanken Sogn og Fjordane - 4. kvartal 2019",2,"quarterly"
"197","Sparebanken Sogn og Fjordane","SFSB","2020-02-14T10:34:30.017+01:00","Sparebanken Sogn og Fjordane - Interim report Q4 2019",2,"quarterly"
"198","SpareBank 1 Nordvest","SNOR","2020-02-14T09:00:00+01:00","SNOR: Regnskap pr 4. kvartal 2019 - Presentasjon Kapitalmarkedsdag 14. februar 2020",1,"quarterly"
"199","Bonheur ASA","BON","2020-02-14T08:32:10.847+01:00","Fourth quarter 2019 - Presentation file",1,"quarterly"
"200","Bonheur ASA","BON","2020-02-14T08:30:09.343+01:00","Report for the fourth quarter 2019 and preliminary year end accounts",1,"quarterly"
"201","Posten Norge AS","POSTEN","2020-02-14T08:15:00+01:00","4. kvartal og foreløpig årsresualtat 2019",1,"quarterly"
"202","Posten Norge AS","POSTEN","2020-02-14T08:15:00+01:00","4 th quarter and preliminary results for 2019",1,"quarterly"
"203","AF Gruppen ASA","AFG","2020-02-14T08:15:00+01:00","Presentasjon av rapporten for 4. kvartal 2019",1,"quarterly"
"204","AF Gruppen ASA","AFG","2020-02-14T08:15:00+01:00","Presentation of the Q4 2019 report",1,"quarterly"
"205","Sogn Sparebank","SOGN","2020-02-14T08:05:05.793+01:00","Sogn Sparebank - Delårsrapport 4. kvartal 2019",1,"quarterly"
"206","AKVA group ASA","AKVA","2020-02-14T08:00:07.107+01:00","AKVA group ASA: 4Q 2019 financial reporting",2,"quarterly"
"207","Magnora ASA","MGN","2020-02-14T08:00:00+01:00","Magnora ASA Q4 2019 Results – Growth Opportunities",1,"quarterly"
"208","Ultimovacs ASA","ULTIMO","2020-02-14T08:00:00+01:00","Ultimovacs ASA: Fourth quarter 2019 result presentation",2,"quarterly"
"209","Arendals Fossekompani ASA","AFK","2020-02-14T08:00:00+01:00","AFK Kvartalsrapport 4. kvartal 2019",1,"quarterly"
"210","Endúr ASA","ENDUR","2020-02-14T07:43:20.067+01:00","Kvartalsrapport for 4. kvartal 2019",1,"quarterly"
"211","Endúr ASA","ENDUR","2020-02-14T07:43:20.033+01:00","Q4 2019 quarterly interim report",1,"quarterly"
"212","Gentian Diagnostics AS","GENT-ME","2020-02-14T07:40:00+01:00","4Q 2019 Results and preliminary annual report",2,"quarterly"
"213","BRAbank ASA","BRA-ME","2020-02-14T07:36:08.257+01:00","Easybank leverer et resultat før skatt på 20,2 millioner i 4. kvartal",2,"quarterly"
"214","BRAbank ASA","BRA-ME","2020-02-14T07:34:41.617+01:00","Årsregnskap 2019",1,"quarterly"
"215","poLight ASA","PLT","2020-02-14T07:00:20.637+01:00","poLight ASA - Commercial launch of TLens and increased probability of additional design-wins",2,"quarterly"
"216","Aker ASA","AKER","2020-02-14T07:00:13.027+01:00","Aker ASA: Fourth-quarter and preliminary annual results 2019 - Net Asset Value of NOK 50 billion - cash dividend of NOK 23.5 per share proposed",2,"quarterly"
"217","TietoEVRY Oyj","TIETOO","2020-02-14T07:00:11.087+01:00","TietoEVRY's Interim Report 4/2019: Strong fourth-quarter performance - integration of TietoEVRY progressing well",1,"quarterly"
"218","Archer Limited","ARCHER","2020-02-14T07:00:09.79+01:00","Archer Limited: Fourth Quarter 2019 Earnings Release and Financial Outlook 2020",2,"quarterly"
"219","NORBIT ASA","NORBIT","2020-02-14T07:00:06.603+01:00","NORBIT - Sterk vekst i fjerde kvartal og for året 2019",2,"quarterly"
"220","Sbanken ASA","SBANK","2020-02-14T07:00:06.087+01:00","Sbanken ASA: Tar markedsandeler innen fondssparing",2,"quarterly"
"221","Sbanken ASA","SBANK","2020-02-14T07:00:05.947+01:00","Sbanken ASA: Taking market share in savings",2,"quarterly"
"222","NORBIT ASA","NORBIT","2020-02-14T07:00:05.777+01:00","NORBIT - Strong growth for the fourth quarter and full year 2019",2,"quarterly"
"223","Sbanken Boligkreditt AS","SBANBK","2020-02-14T07:00:03.9+01:00","Sbanken Boligkreditt AS: Fourth quarter report 2019",1,"quarterly"
"224","Polaris Media ASA","POL","2020-02-14T07:00:00+01:00","Polaris Media (POL) - Resultater 4. kvartal (Q4) 2019",3,"quarterly"
"225","Ice Group ASA","ICE","2020-02-14T07:00:00+01:00","Ice Group ASA - Fourth quarter and full year 2019 results",2,"quarterly"
"226","AF Gruppen ASA","AFG","2020-02-14T07:00:00+01:00","AF Gruppen med stabil vekst og solide resultater",1,"quarterly"
"227","AF Gruppen ASA","AFG","2020-02-14T07:00:00+01:00","AF Gruppen saw stable growth and strong earnings",1,"quarterly"
"228","REC Silicon ASA","REC","2020-02-14T06:55:01.543+01:00","REC Silicon - Fourth quarter 2019 results",0,"quarterly"
"229","Melhus Sparebank","MELG","2020-02-13T18:26:44.33+01:00","DELÅRSREGNSKAP 4. KV 2019/ FORELØPIG ÅRSREGNSKAP 2019",1,"quarterly"
"230","Wilh. Wilhelmsen Holding ASA","WWI","2020-02-13T18:00:00+01:00","Wilh. Wilhelmsen Holding ASA: Fourth quarter 2019 results",3,"quarterly"
"231","Orkla ASA","ORK","2020-02-13T17:00:02.23+01:00","Orkla ASA: Jotun annual results 2019",1,"quarterly"
"232","Orkla ASA","ORK","2020-02-13T17:00:02.17+01:00","Orkla ASA: Jotun resultater for 2019",1,"quarterly"
"233","Sparebanken Sogn og Fjordane","SFSB","2020-02-13T17:00:00+01:00","Sparebanken Sogn og Fjordane - 4. kvartal 2019",2,"quarterly"
"234","Sparebanken Sogn og Fjordane","SFSB","2020-02-13T17:00:00+01:00","Sparebanken Sogn og Fjordane - Interim report Q4 2019",2,"quarterly"
"235","Fana Sparebank","FSB","2020-02-13T16:53:34.19+01:00","Fana Sparebank Regnskapsrapportering Q4 2019",2,"quarterly"
"236","Magseis Fairfield ASA","MSEIS","2020-02-13T16:42:56.843+01:00","Invitation to earnings conference call for fourth quarter results 2019",0,"quarterly"
"237","Magseis Fairfield ASA","MSEIS","2020-02-13T16:34:58.517+01:00","Magseis Fairfield reports results for the fourth quarter and full year 2019",2,"quarterly"
"238","BKK AS","BKK","2020-02-13T14:35:18.167+01:00","BKK 4. kvartal 2019: Uvanlig tørr høst ga lav vannkraftproduksjon i BKK",1,"quarterly"
"239","SpareBank 1 Nordvest","SNOR","2020-02-13T12:55:00+01:00","SNOR: Beste resultat i bankens 184-årige historie",1,"quarterly"
"240","Totens Sparebank","TOTG","2020-02-13T12:00:00+01:00","PRESENTASJON FORELØPIG ÅRSREGNSKAP 2019",1,"quarterly"
"241","Skue Sparebank","SKUE","2020-02-13T11:48:55.333+01:00","Delårsregnskap 4. kvartal 2019",2,"quarterly"
"242","SpareBank 1 Søre Sunnmøre","SBSS","2020-02-13T10:00:00+01:00","Tidenes beste resultat for SpareBank 1 Søre Sunnmøre",1,"quarterly"
"243","Arcus ASA","ARCUS","2020-02-13T09:15:41.72+01:00","Arcus ASA: Fourth quarter results 2019 (corrected version)",1,"quarterly"
"244","Tine SA","TINE","2020-02-13T08:50:00+01:00","TINE Gruppa 3. tertial 2019",1,"quarterly"
"245","Sandnes Sparebank","SADG","2020-02-13T08:00:00+01:00","Et meget godt år for Sandnes Sparebank",3,"quarterly"
"246","Sparebanken Øst","SPOG","2020-02-13T07:55:00+01:00","Sparebanken Øst - foreløpig årsregnskap 2019 / regnskap 4. kvartal 2019",2,"quarterly"
"247","SpareBank 1 Nord-Norge","NONG","2020-02-13T07:30:08.55+01:00","Sterke tall - men marginene utfordres",0,"quarterly"
"248","Olav Thon Eiendomsselskap ASA","OLT","2020-02-13T07:30:00+01:00","RAPPORT FOR 4. KVARTAL OG FORELØPIG ÅRSRESULTAT 2019",1,"quarterly"
"249","Olav Thon Eiendomsselskap ASA","OLT","2020-02-13T07:30:00+01:00","REPORT FOR Q4 AND PRELIMINARY YEAR-END RESULTS 2019",1,"quarterly"
"250","SATS ASA","SATS","2020-02-13T07:30:00+01:00","SATS presents strong revenue growth and margin expansion in the fourth quarter",2,"quarterly"
"251","S.D. Standard Drilling Plc","SDSD","2020-02-13T07:10:00+01:00","SDSD: FOURTH QUARTER 2019 FINANCIAL RESULTS",3,"quarterly"
"252","Saga Pure ASA","SAGA","2020-02-13T07:03:03.763+01:00","Saga Tankers ASA: Q4 2019 financial results",2,"quarterly"
"253","OKEA ASA","OKEA","2020-02-13T07:00:20.517+01:00","OKEA ASA fourth quarter results",2,"quarterly"
"254","SpareBank 1 Nord-Norge","NONG","2020-02-13T07:00:19.237+01:00","SpareBank 1 Nord-Norge: Preliminary annual accounts 2019",3,"quarterly"
"255","Q-Free ASA","QFR","2020-02-13T07:00:18.597+01:00","Q-FREE - FOURTH QUARTER AND PRELIMINARY FY 2019 RESULTS",2,"quarterly"
"256","SpareBank 1 Nord-Norge","NONG","2020-02-13T07:00:17.47+01:00","SpareBank 1 Nord-Norge: Foreløpig resultat 2019",3,"quarterly"
"257","Elkem ASA","ELK","2020-02-13T07:00:14.72+01:00","Results still hampered by weak markets, new acquisition supporting specialisation",3,"quarterly"
"258","Techstep ASA","TECH","2020-02-13T07:00:12.423+01:00","Techstep ASA: Q4 and full-year 2019 results",2,"quarterly"
"259","Techstep ASA","TECH","2020-02-13T07:00:12.33+01:00","Techstep ASA: Resultater fjerde kvartal og helåret 2019",2,"quarterly"
"260","Akastor ASA","AKA","2020-02-13T07:00:10.41+01:00","Akastor ASA: Fourth Quarter Results 2019",1,"quarterly"
"261","Schibsted ASA","SCHA","2020-02-13T07:00:05.317+01:00","Schibsted ASA (SCHA/SCHB) - Interim Financial Statement Q4 2019",3,"quarterly"
"262","Kitron ASA","KIT","2020-02-13T07:00:03.8+01:00","Kitron: Q4 2019 - Strong development continues",2,"quarterly"
"263","Kitron ASA","KIT","2020-02-13T07:00:03.003+01:00","Kitron: Q4 2019 - Sterk utvikling fortsetter",2,"quarterly"
"264","Navamedic ASA","NAVA","2020-02-13T07:00:00+01:00","Navamedic ASA: Resultat for fjerde kvartal 2019",1,"quarterly"
"265","Navamedic ASA","NAVA","2020-02-13T07:00:00+01:00","Navamedic ASA: Q4 2019 financial results",1,"quarterly"
"266","Fjordkraft Holding ASA","FKRAFT","2020-02-13T07:00:00+01:00","Fjordkraft Holding ASA: Resultater Q4 2019 og Kapitalmarkedsdag",3,"quarterly"
"267","Fjordkraft Holding ASA","FKRAFT","2020-02-13T07:00:00+01:00","Fjordkraft Holding ASA: Q4 2019 results presentation and Capital Markets Day",3,"quarterly"
"268","Norwegian Air Shuttle ASA","NAS","2020-02-13T07:00:00+01:00","Norwegian Air Shuttle reports fourth quarter 2019 results",2,"quarterly"
"269","Arcus ASA","ARCUS","2020-02-13T06:50:13.483+01:00","Arcus ASA: Fourth quarter results 2019",0,"quarterly"
"270","Jæren Sparebank","JAEREN","2020-02-13T06:30:00+01:00","Jæren Sparebank - resultat 4. kvartal 2019/foreløpig årsregnskap 2019",2,"quarterly"
"271","Grieg Seafood ASA","GSF","2020-02-13T06:00:07.35+01:00","Grieg Seafood ASA: Q4 2019 results - Positive operational development drives strong earnings",2,"quarterly"
"272","Ocean Yield ASA","OCY","2020-02-12T19:11:50.47+01:00","Key information relating to the cash dividend to be paid by Ocean Yield ASA",0,"quarterly"
"273","Ocean Yield ASA","OCY","2020-02-12T19:05:37.067+01:00","Ocean Yield ASA: Fourth Quarter 2019 Report",1,"quarterly"
"274","Golden Ocean Group Limited","GOGL","2020-02-12T17:06:46.603+01:00","GOGL - Invitation to presentation of Q4 2019 Results",0,"quarterly"
"275","NRC Group ASA","NRC","2020-02-12T16:31:47.52+01:00","NRC GROUP ASA - FOURTH QUARTER 2019 RESULTS",2,"quarterly"
"276","Carasent ASA","CARA","2020-02-12T08:00:00+01:00","Caraaent AS: Q4 2019 Financial Report",1,"quarterly"
"277","ABG Sundal Collier Holding ASA","ASC","2020-02-12T08:00:00+01:00","ABGSC - Q4 2019 Interim Report",2,"quarterly"
"278","SSB Boligkreditt AS","SSBB","2020-02-12T08:00:00+01:00","Kvartalsrapport per 4. kvartal 2019",1,"quarterly"
"279","Philly Shipyard ASA","PHLY","2020-02-12T07:50:01.897+01:00","Philly Shipyard ASA: Q4 2019 results",1,"quarterly"
"280","Storebrand Bank ASA","STORB","2020-02-12T07:40:07.923+01:00","Storebrand Bank konsern:  Kvartalsrapport for 4. kvartal 2019",1,"quarterly"
"281","Storebrand Bank ASA","STORB","2020-02-12T07:40:07.86+01:00","Storebrand Bank Group: Interim results for the 4[th] quarter of 2019",1,"quarterly"
"282","Storebrand Boligkreditt AS","STORK","2020-02-12T07:40:07.39+01:00","Storebrand Boligkreditt AS: Interim results for the 4[th] quarter of 2019",1,"quarterly"
"283","Storebrand Boligkreditt AS","STORK","2020-02-12T07:40:07.377+01:00","Storebrand Boligkreditt AS: Kvartalsrapport for 4. kvartal 2019",1,"quarterly"
"284","Storebrand Livsforsikring AS","STORL","2020-02-12T07:35:06.543+01:00","Storebrand Livsforsikring AS: Q4 Interim report 2019",1,"quarterly"
"285","Storebrand Livsforsikring AS","STORL","2020-02-12T07:35:06.51+01:00","Storebrand Livsforsikring AS: Kvartalsrapport for 4. kvartal 2019",1,"quarterly"
"286","Storebrand ASA","STB","2020-02-12T07:30:11.427+01:00","STOREBRAND ASA: 4. Kvartal 2019 - Konsernresultat på 1 026m kroner",3,"quarterly"
"287","Storebrand ASA","STB","2020-02-12T07:30:10.537+01:00","STOREBRAND ASA: Q4 Interim Result 2019 - Group Profit of NOK 1,026m",3,"quarterly"
"288","Selvaag Bolig ASA","SBO","2020-02-12T07:00:35.967+01:00","Selvaag Bolig ASA: full year and Q4 2019: record result and dividend",2,"quarterly"
"289","Selvaag Bolig ASA","SBO","2020-02-12T07:00:35.937+01:00","Selvaag Bolig ASA: FY 2019 og Q4 2019: Rekordresultat og rekordutbytte",2,"quarterly"
"290","StrongPoint ASA","STRONG","2020-02-12T07:00:16.063+01:00","StrongPoint ASA: Strategioppdatering og finansielle resultater for fjerde kvartal 2019",3,"quarterly"
"291","Self Storage Group ASA","SSG","2020-02-12T07:00:15.78+01:00","SSG: Fourth quarter 2019 results",3,"quarterly"
"292","StrongPoint ASA","STRONG","2020-02-12T07:00:14.797+01:00","StrongPoint ASA: Strategy update and fourth quarter financial results 2019",3,"quarterly"
"293","Webstep ASA","WSTEP","2020-02-12T07:00:11.407+01:00","Webstep Q4 2019: Increased capacity and revenue growth",3,"quarterly"
"294","Hexagon Composites ASA","HEX","2020-02-12T07:00:10.297+01:00","Hexagon Composites ASA: Results for the fourth quarter 2019",2,"quarterly"
"295","Adevinta ASA","ADE","2020-02-12T07:00:07.577+01:00","Adevinta ASA (ADE) - Adevinta announces its fourth quarter 2019 results",2,"quarterly"
"296","Kværner ASA","KVAER","2020-02-12T07:00:05.327+01:00","Kværners resultat økte, foreslår utbytte",1,"quarterly"
"297","Kværner ASA","KVAER","2020-02-12T07:00:03.67+01:00","Kvaerner results up, dividend proposed",1,"quarterly"
"298","Kongsberg Gruppen ASA","KOG","2020-02-12T07:00:00+01:00","Rekordhøy ordreinngang og sterk vekst i 2019",2,"quarterly"
"299","Kongsberg Gruppen ASA","KOG","2020-02-12T07:00:00+01:00","Record-high order intake and strong growth in 2019",2,"quarterly"
"300","Axactor SE","AXA","2020-02-12T07:00:00+01:00","Axactor ends the year with high growth and margin expansion",2,"quarterly"
"301","Mowi ASA","MOWI","2020-02-12T06:30:12.063+01:00","Rekordhøy omsetning og volumer for Mowi",2,"quarterly"
"302","Mowi ASA","MOWI","2020-02-12T06:30:11.377+01:00","Record high turnover and volumes for Mowi",2,"quarterly"
"303","Instabank ASA","INSTA-ME","2020-02-11T20:14:21.717+01:00","Instabank ASA doblet resultat i 4. kvartal 2019",2,"quarterly"
"304","OBOS Boligkreditt AS","OBBK","2020-02-11T17:13:00+01:00","OBOS Boligkreditt AS – Delårsrapport 4. kvartal 2019",1,"quarterly"
"305","OBOS Boligkreditt AS","OBBK","2020-02-11T17:13:00+01:00","OBOS-Boligkreditt AS – Interim report 4. quarter 2019",1,"quarterly"
"306","OBOS-banken AS","OBOSBK","2020-02-11T17:13:00+01:00","OBOS-banken AS - Delårsrapport 4. kvartal 2019",1,"quarterly"
"307","OBOS BBL","OBOS","2020-02-11T17:12:00+01:00","OBOS KONSERN - RAPPORTERING 4. KVARTAL 2019",2,"quarterly"
"308","SFL Corporation Ltd.","SFLN","2020-02-11T16:53:44.583+01:00","SFL - Invitation to Presentation of Q4 2019 Results",0,"quarterly"
"309","Eksportfinans ASA","EKSPFI","2020-02-11T15:13:25.457+01:00","Eksportfinans' resultater for 2019",1,"quarterly"
"310","Eksportfinans ASA","EKSPFI","2020-02-11T15:12:49.297+01:00","Eksportfinans' financial results for 2019",1,"quarterly"
"311","Totens Sparebank Boligkreditt AS","TSBK","2020-02-11T13:51:20.793+01:00","Delårsrapport 4. kvartal 2019/Foreløpig årsregnskap 2019",1,"quarterly"
"312","Agder Energi AS","AEN","2020-02-11T13:20:02.253+01:00","Agder Energi resultat pr. 4. kvartal 2019 og foreløpig resultat 2019",2,"quarterly"
"313","SpareBank 1 Ringerike Hadeland","RING","2020-02-11T12:29:15.35+01:00","RING: Rekordresultat for 2019. Foreslått utbytte på 15,60 kroner per egenkapitalbevis",3,"quarterly"
"314","Totens Sparebank","TOTG","2020-02-11T12:20:22.79+01:00","DELÅRSREGNSKAP 4. KVARTAL / FORELØPIG ÅRSREGNSKAP 2019",1,"quarterly"
"315","Deep Drilling 1 PTE. LTD","DEED","2020-02-11T11:52:51.73+01:00","Unaudited Financial results for the half year ending 30th Sept 2019",2,"quarterly"
"316","Fana Sparebank Boligkreditt AS","FSBKR","2020-02-11T08:59:56.38+01:00","Fana Sparebank Boligkreditt AS Regnskapsrapport Q4 2019",1,"quarterly"
"317","2020 Bulkers Ltd.","2020","2020-02-11T08:38:39.437+01:00","2020 Bulkers Ltd. (2020) - Results for the fourth quarter",3,"quarterly"
"318","Nordic Mining ASA","NOM","2020-02-11T08:00:11.997+01:00","Nordic Mining ASA (OAX:NOM) - Interim report per 31 December 2019",3,"quarterly"
"319","Lillestrøm Sparebank","LSTSB-ME","2020-02-11T08:00:00+01:00","LillestrømBanken 4. kvartalsrapport 2020",1,"quarterly"
"320","Veidekke ASA","VEI","2020-02-11T07:00:15.757+01:00","Veidekke ASA: Resultat for fjerde kvartal 2019",2,"quarterly"
"321","Veidekke ASA","VEI","2020-02-11T07:00:15.367+01:00","Veidekke ASA: Q4 2019 results",2,"quarterly"
"322","Aker BP ASA","AKERBP","2020-02-11T07:00:08.977+01:00","Fourth quarter 2019 results and Capital Markets Update",3,"quarterly"
"323","Aker BP ASA","AKERBP","2020-02-11T07:00:08.773+01:00","Resultat for fjerde kvartal 2019 og kapitalmarkedsoppdatering",3,"quarterly"
"324","Crayon Group Holding ASA","CRAYON","2020-02-11T07:00:00+01:00","Crayon Group Holding ASA: Financial results for Q4 2019",2,"quarterly"
"325","Odfjell SE","ODF","2020-02-11T06:57:18.057+01:00","Odfjell SE: Improved results driven by a continued recovery in Odfjell Tankers",2,"quarterly"
"326","Odfjell SE","ODF","2020-02-11T06:57:18.027+01:00","Odfjell SE: Bedret resultat drevet av Odfjell Tankers",2,"quarterly"
"327","Self Storage Group ASA","SSG","2020-02-10T12:48:41.553+01:00","Self Storage Group ASA: Invitation to presentation of Q4 2019 results",0,"quarterly"
"328","AF Gruppen ASA","AFG","2020-02-10T10:30:00+01:00","Invitasjon til presentasjon av resultat for 4. kvartal 2019",0,"quarterly"
"329","AF Gruppen ASA","AFG","2020-02-10T10:30:00+01:00","Invitation to presentation of the Q4 2019 results",0,"quarterly"
"330","BRAbank ASA","BRA-ME","2020-02-10T08:57:59.437+01:00","Invitasjon til presentasjon av Easybanks delårsresultat for 4. kvartal",0,"quarterly"
"331","StrongPoint ASA","STRONG","2020-02-07T09:05:38.65+01:00","StrongPoint ASA: Presentation of 4th quarter 2019 results followed by a company strategy update session",0,"quarterly"
"332","Hofseth BioCare ASA","HBC","2020-02-07T08:45:02.65+01:00","Hofseth Biocare ASA: Fourth Quarter 2019 Financial Report",1,"quarterly"
"333","SpareBank 1 BV","SBVG","2020-02-07T08:30:00+01:00","Nøkkelinformasjon vedrørende kontantutbytte for SpareBank 1 BV",0,"quarterly"
"334","SpareBank 1 Østlandet","SPOL","2020-02-07T08:06:23.753+01:00","Sterkt resultat, styrket bankdrift og god kundevekst",2,"quarterly"
"335","SpareBank 1 Østlandet","SPOL","2020-02-07T08:02:40.25+01:00","Strong result, strengthened banking operations and good customer growth",2,"quarterly"
